category,sku,date,quantity
Steel Flatdeck,PLS-129634-S,9/30/2023,10
Steel Flatdeck,PLS-169634,9/30/2023,2
Steel Flatdeck,CT-03976034,9/30/2023,5
Steel Flatdeck,CT-04978434,9/30/2023,4
Steel Flatdeck,FL-01843842,9/30/2023,1
Steel Flatdeck,GB-01843842,9/30/2023,2
Steel Flatdeck,GB-02845642,9/30/2023,7
Steel Flatdeck,GB-03976034SD,9/30/2023,2
Steel Flatdeck,GB-04978434SD,9/30/2023,6
Steel Skirted,SK-01843842,9/30/2023,9
Steel Skirted,SK-01843842THNG,9/30/2023,1
Steel Skirted,SK-01844038,9/30/2023,2
Steel Skirted,SK-01844042,9/30/2023,20
Steel Skirted,SK-01844242,9/30/2023,5
Steel Skirted,SK-02845638,9/30/2023,2
Steel Skirted,SK-02845638-S,9/30/2023,1
Steel Skirted,SK-02845642,9/30/2023,10
Steel Skirted,SK-02845642GM,9/30/2023,1
Steel Skirted,SK-02845642GM-S,9/30/2023,1
Steel Skirted,SK-02845742,9/30/2023,23
Steel Skirted,SK-02845842,9/30/2023,8
Steel Skirted,SK-02945642-S,9/30/2023,1
Steel Skirted,SK-02975638,9/30/2023,2
Steel Skirted,SK-02975642,9/30/2023,28
Steel Skirted,SK-02975642-S,9/30/2023,1
Steel Skirted,SK-02975642TH,9/30/2023,2
Steel Skirted,SK-02975742,9/30/2023,17
Steel Skirted,SK-02975842,9/30/2023,11
Steel Skirted,SK-03846034SD,9/30/2023,14
Steel Skirted,SK-03906034,9/30/2023,8
Steel Skirted,SK-03946034SD,9/30/2023,175
Steel Skirted,SK-04948434SD,9/30/2023,22
Steel Skirted,SK-04948434SD-S,9/30/2023,1
Steel Skirted,SK-04978434GMSD,9/30/2023,1
Steel Skirted,ER-02825642,9/30/2023,2
Steel Skirted,ER-02975642,9/30/2023,9
Steel Skirted,ER-02975642GM,9/30/2023,1
Steel Skirted,ER-02975742,9/30/2023,5
Steel Skirted,ER-02975742-S,9/30/2023,3
Steel Skirted,ER-02975842,9/30/2023,3
Steel Skirted,ER-02975842THNG,9/30/2023,3
Steel Skirted,ER-03926034SD,9/30/2023,1
Steel Skirted,ER-03946034SD,9/30/2023,16
Steel Skirted,ER-03976034GMSD,9/30/2023,1
Steel Skirted,ER-04948434SD,9/30/2023,1
Steel Skirted,ER-04948434SD-S,9/30/2023,1
Steel Skirted,TM-02975642DLX,9/30/2023,8
Steel Skirted,TM-02975742DLX,9/30/2023,11
Steel Skirted,TM-02975742DLX-S,9/30/2023,1
Steel Skirted,TM-02975742WL,9/30/2023,1
Steel Skirted,TM-02975842DLX,9/30/2023,8
Steel Skirted,TMX-01844242GM-S,9/30/2023,1
Steel Skirted,TM-03946034SDDLX,9/30/2023,87
Steel Skirted,TM-03946034SDDLX-S,9/30/2023,1
Steel Skirted,TM-03946034SDWL,9/30/2023,14
Steel Skirted,TM-04948434SDDLX,9/30/2023,14
Steel Skirted,TM-04978434GMSDDLX,9/30/2023,1
Steel Skirted,TMX-03846034SD,9/30/2023,2
Steel Skirted,TMX-03846034SD-S,9/30/2023,1
Steel Skirted,GS-01843842,9/30/2023,1
Steel Skirted,GS-01844042,9/30/2023,1
Steel Skirted,GS-02845642,9/30/2023,1
Steel Skirted,GS-02845742,9/30/2023,2
Steel Skirted,GS-02975642,9/30/2023,1
Steel Skirted,GS-02975742,9/30/2023,5
Steel Skirted,GS-02975842,9/30/2023,2
Steel Skirted,GS-03946034SD,9/30/2023,1
Steel Skirted,GS-04948434SD,9/30/2023,8
Steel Skirted,SK-02845642DLX-S,9/30/2023,1
Steel Skirted,SK-02975642DLX,9/30/2023,2
Steel Skirted,SK-02975642GMDLX,9/30/2023,1
Steel Skirted,SK-02975742DLX,9/30/2023,5
Steel Skirted,SK-03946034SDDLX,9/30/2023,8
Steel Skirted,SK-03946034SDDLX-S,9/30/2023,1
Steel Skirted,SK-03976034GMSDDLX,9/30/2023,1
Steel Skirted,SK-03976034SDDLX,9/30/2023,1
Steel Skirted,SK-04948434SDDLX,9/30/2023,2
Steel Skirted,SK-04948434SDDLX-S,9/30/2023,1
Steel Skirted,SK-04978434GMSDDLX-S,9/30/2023,1
Steel Skirted,GH-02975842,9/30/2023,2
Steel Skirted,GH-03946034SD,9/30/2023,1
Steel Skirted,GT-02845642,9/30/2023,2
Steel Skirted,GT-04948434SDDLX,9/30/2023,1
Aluminum Flatdeck,ALPL-05CUSTOM,10/31/2023,1
Aluminum Flatdeck,ALPL-1410134,10/31/2023,2
Aluminum Flatdeck,ALPL-1610134,10/31/2023,1
Aluminum Flatdeck,ALRD-01843842,10/31/2023,5
Aluminum Flatdeck,ALRD-01844038,10/31/2023,2
Aluminum Flatdeck,ALRD-02845638,10/31/2023,4
Aluminum Flatdeck,ALRD-02845642,10/31/2023,3
Aluminum Flatdeck,ALRD-02845842,10/31/2023,6
Aluminum Flatdeck,ALRD-02975638,10/31/2023,1
Aluminum Flatdeck,ALRD-02975842,10/31/2023,4
Aluminum Flatdeck,ALRD-03846034,10/31/2023,1
Aluminum Flatdeck,ALRD-03976034SD,10/31/2023,15
Aluminum Flatdeck,ALRD-04978434SD,10/31/2023,2
Aluminum Flatdeck,ALRD-04978434SD-S,10/31/2023,1
Aluminum Flatdeck,ALGB-02845642,10/31/2023,1
Aluminum Skirted,ALER-01844242,10/31/2023,1
Aluminum Skirted,ALER-01973842,10/31/2023,1
Aluminum Skirted,ALER-02845842,10/31/2023,1
Aluminum Skirted,ALER-02975742,10/31/2023,1
Aluminum Skirted,ALSK-BENCH,10/31/2023,1
Aluminum Skirted,ALSK-01843842,10/31/2023,2
Aluminum Skirted,ALSK-01844038,10/31/2023,2
Aluminum Skirted,ALSK-01844042-S,10/31/2023,1
Aluminum Skirted,ALSK-01844242,10/31/2023,3
Aluminum Skirted,ALSK-01844242GM,10/31/2023,4
Aluminum Skirted,ALSK-02845638,10/31/2023,4
Aluminum Skirted,ALSK-02845642,10/31/2023,8
Aluminum Skirted,ALSK-02845742,10/31/2023,8
Aluminum Skirted,ALSK-02845842,10/31/2023,5
Aluminum Skirted,ALSK-02975638,10/31/2023,2
Aluminum Skirted,ALSK-02975642,10/31/2023,5
Aluminum Skirted,ALSK-02975742,10/31/2023,3
Aluminum Skirted,ALSK-02975842,10/31/2023,1
Aluminum Skirted,ALSK-03846034SD,10/31/2023,3
Aluminum Skirted,ALSK-03926034SD,10/31/2023,2
Aluminum Skirted,ALSK-03946034SD,10/31/2023,29
Aluminum Skirted,ALSK-03976034GMSD,10/31/2023,2
Aluminum Skirted,ALSK-04948434SD,10/31/2023,6
Aluminum Skirted,ALSK-04978434GMSD,10/31/2023,1
Aluminum Skirted,ALTM-02975842,10/31/2023,1
Aluminum Skirted,ALTM-03946034SD,10/31/2023,8
Aluminum Skirted,ALTM-04948434SD,10/31/2023,5
Aluminum Skirted,ALGS-01844038,10/31/2023,2
Aluminum Skirted,ALGS-01844042,10/31/2023,1
Aluminum Skirted,ALGS-02975642,10/31/2023,2
Aluminum Skirted,ALGS-03946034SD,10/31/2023,1
Aluminum Skirted,ALGS-04978434SD,10/31/2023,1
Aluminum Skirted,ALSK-02845642DLX,10/31/2023,1
Aluminum Skirted,ALSK-02845742DLX,10/31/2023,1
Aluminum Skirted,ALSK-02975642DLX,10/31/2023,4
Aluminum Skirted,ALSK-02975742DLX,10/31/2023,5
Aluminum Skirted,ALSK-03946034SDDLX,10/31/2023,8
Aluminum Skirted,ALSK-03946034SDDLX-S,10/31/2023,1
Aluminum Skirted,ALSK-04948434SDDLX,10/31/2023,2
Dump Body,CMU-11FDH,10/31/2023,4
Dump Body,CMU-11H,10/31/2023,6
Dump Body,CMU-14FD,10/31/2023,1
Dump Body,CMU-9H,10/31/2023,3
Other,HS-02845842,10/31/2023,1
Other,HS-03846034GMSD,10/31/2023,3
Other,HS-03846034SD,10/31/2023,8
Other,HS-04848434GMSD,10/31/2023,1
Other,HS-04848434SD,10/31/2023,7
Other,BLSK-03946034SD,10/31/2023,1
Service Body,CMA7678VVSSG2RAM,10/31/2023,1
Service Body,CMA9878VVFFG2,10/31/2023,1
Service Body,CMA9878VVSSG2,10/31/2023,2
Service Body,CMG7678VVSSG2RAM,10/31/2023,2
Service Body,CMG7878VVSS,10/31/2023,1
Service Body,CMG8178VVSSG2GM,10/31/2023,1
Service Body,CMG9878VVFF,10/31/2023,1
Service Body,CMG11078VVSS,10/31/2023,3
Service Body,CMG13494VVFFG2,10/31/2023,1
Service Body,CMG8178VVSSG2M,10/31/2023,8
Service Body,CMG9878VVFFG2M,10/31/2023,1
Service Body,CMG9878VVFFMLG2M,10/31/2023,24
Service Body,CMG9878VVSSG2M,10/31/2023,95
Service Body,CMG9878VVSSMLG2M,10/31/2023,12
Service Body,CMG9894VVSSG2M,10/31/2023,7
Service Body,CMG11078VVSSG2M,10/31/2023,7
Service Body,CMG11094VVFFG2M,10/31/2023,13
Service Body,CMG11094VVFFMLG2M,10/31/2023,6
Service Body,CMG11094VVSSG2M,10/31/2023,32
Service Body,CMG13494VVSSG2M,10/31/2023,24
Service Body,CMQ-S,10/31/2023,1
Service Body,CMQ45611,10/31/2023,24
Service Body,CR4084RT,10/31/2023,4
Service Body,CR60C,10/31/2023,1
Service Body,CR84C,10/31/2023,1
Service Body,SBG8178VVSSG2,10/31/2023,4
Service Body,SBG8278VVFFG2,10/31/2023,1
Service Body,SBG9878VVFFG2,10/31/2023,1
Service Body,SBG9878VVSSG2,10/31/2023,6
Service Body,SBG11094VVFFG2,10/31/2023,1
Service Body,SBG11094VVSSG2,10/31/2023,4
Service Body,SBG13494VVFFG2,10/31/2023,1
Service Body,SBG13494VVSSG2,10/31/2023,6
Steel Flatdeck,SS-03946034-S,10/31/2023,1
Steel Flatdeck,RD-01843842,10/31/2023,46
Steel Flatdeck,RD-01844038,10/31/2023,19
Steel Flatdeck,RD-01844242,10/31/2023,2
Steel Flatdeck,RD-01844242-S,10/31/2023,1
Steel Flatdeck,RD-02845638,10/31/2023,10
Steel Flatdeck,RD-02845642-S,10/31/2023,2
Steel Flatdeck,RD-02845842,10/31/2023,134
Steel Flatdeck,RD-02845842-S,10/31/2023,1
Steel Flatdeck,RD-02845842SD,10/31/2023,4
Steel Flatdeck,RD-02975638,10/31/2023,8
Steel Flatdeck,RD-02975842,10/31/2023,49
Steel Flatdeck,RD-02975842-S,10/31/2023,3
Steel Flatdeck,RD-03846034SD,10/31/2023,16
Steel Flatdeck,RD-03976034GMSD,10/31/2023,1
Steel Flatdeck,RD-03976034SD,10/31/2023,452
Steel Flatdeck,RD-03976034SD-S,10/31/2023,3
Steel Flatdeck,RD-04978434GMSD,10/31/2023,12
Steel Flatdeck,RD-04978434-S,10/31/2023,1
Steel Flatdeck,RD-04978434SD,10/31/2023,149
Steel Flatdeck,RD-04978434SD-S,10/31/2023,8
Steel Flatdeck,RD-12978434GMSD,10/31/2023,1
Steel Flatdeck,RD-139710834GMSD,10/31/2023,2
Steel Flatdeck,RD-139710834SD2K,10/31/2023,3
Steel Flatdeck,RD-149712034SD2K,10/31/2023,3
Steel Flatdeck,PL-0910134,10/31/2023,2
Steel Flatdeck,PL-1010134,10/31/2023,5
Steel Flatdeck,PL-1010134-S,10/31/2023,1
Steel Flatdeck,PL-1210134,10/31/2023,5
Steel Flatdeck,PL-1210134-S,10/31/2023,12
Steel Flatdeck,PL-1610134,10/31/2023,5
Steel Flatdeck,PL-1610134-S,10/31/2023,2
Steel Flatdeck,PLHD-1210134-S,10/31/2023,5
Steel Flatdeck,PLHD-2410134,10/31/2023,3
Steel Flatdeck,PLHD-2410134-S,10/31/2023,1
Steel Flatdeck,PLHD-2610134,10/31/2023,2
Steel Flatdeck,PLS-099634,10/31/2023,1
Steel Flatdeck,PLS-129634,10/31/2023,1
Steel Flatdeck,PLS-129634-S,10/31/2023,10
Steel Flatdeck,CT-03976034,10/31/2023,2
Steel Flatdeck,CT-04978434,10/31/2023,3
Steel Flatdeck,CT-129734,10/31/2023,3
Steel Flatdeck,FL-01843842,10/31/2023,2
Steel Flatdeck,GB-01843842,10/31/2023,2
Steel Flatdeck,GB-02845642,10/31/2023,18
Steel Flatdeck,GB-02975842,10/31/2023,2
Steel Flatdeck,GB-03976034SD,10/31/2023,9
Steel Flatdeck,GB-04978434SD,10/31/2023,17
Steel Skirted,SK-01843842,10/31/2023,13
Steel Skirted,SK-01844038,10/31/2023,3
Steel Skirted,SK-01844042,10/31/2023,10
Steel Skirted,SK-01844242,10/31/2023,18
Steel Skirted,SK-01973842,10/31/2023,1
Steel Skirted,SK-02845638,10/31/2023,7
Steel Skirted,SK-02845642,10/31/2023,33
Steel Skirted,SK-02845642-S,10/31/2023,1
Steel Skirted,SK-02845642TH,10/31/2023,4
Steel Skirted,SK-02845742,10/31/2023,15
Steel Skirted,SK-02845742TH,10/31/2023,3
Steel Skirted,SK-02845842,10/31/2023,9
Steel Skirted,SK-02975638,10/31/2023,6
Steel Skirted,SK-02975642,10/31/2023,29
Steel Skirted,SK-02975642-S,10/31/2023,1
Steel Skirted,SK-02975642TH,10/31/2023,4
Steel Skirted,SK-02975742,10/31/2023,41
Steel Skirted,SK-02975742-S,10/31/2023,2
Steel Skirted,SK-02975742SD,10/31/2023,1
Steel Skirted,SK-02975742TH,10/31/2023,5
Steel Skirted,SK-02975842,10/31/2023,24
Steel Skirted,SK-02975842-S,10/31/2023,1
Steel Skirted,SK-02975842THNG,10/31/2023,3
Steel Skirted,SK-03846034SD,10/31/2023,5
Steel Skirted,SK-03906034,10/31/2023,11
Steel Skirted,SK-03926034SDQF,10/31/2023,6
Steel Skirted,SK-03946034SD,10/31/2023,157
Steel Skirted,SK-03946034SD-S,10/31/2023,8
Steel Skirted,SK-03946034SDTH,10/31/2023,3
Steel Skirted,SK-03976034GMSD,10/31/2023,2
Steel Skirted,SK-03976034SD,10/31/2023,2
Steel Skirted,SK-04948434SD,10/31/2023,41
Steel Skirted,SK-04948434SD-S,10/31/2023,2
Steel Skirted,SK-04948434SDTH,10/31/2023,1
Steel Skirted,SK-04978434GMSD,10/31/2023,10
Steel Skirted,SK-04978434SD-S,10/31/2023,1
Steel Skirted,SK-139710834-S,10/31/2023,1
Steel Skirted,ER-01823842,10/31/2023,1
Steel Skirted,ER-01824242GM,10/31/2023,1
Steel Skirted,ER-02825742,10/31/2023,1
Steel Skirted,ER-02945642GM-S,10/31/2023,1
Steel Skirted,ER-02975638,10/31/2023,1
Steel Skirted,ER-02975642,10/31/2023,6
Steel Skirted,ER-02975742,10/31/2023,11
Steel Skirted,ER-02975742-S,10/31/2023,5
Steel Skirted,ER-02975842,10/31/2023,4
Steel Skirted,ER-02975842-S,10/31/2023,1
Steel Skirted,ER-02975842THNG,10/31/2023,3
Steel Skirted,ER-03946034SD,10/31/2023,10
Steel Skirted,ER-03946034SD-S,10/31/2023,3
Steel Skirted,TM-02945642GMDLX-S,10/31/2023,1
Steel Skirted,TM-02975638WL,10/31/2023,2
Steel Skirted,TM-02975642,10/31/2023,1
Steel Skirted,TM-02975642DLX,10/31/2023,10
Steel Skirted,TM-02975642GM-S,10/31/2023,1
Steel Skirted,TM-02975742DLX,10/31/2023,11
Steel Skirted,TM-02975842DLX,10/31/2023,6
Steel Skirted,TM-02975842DLX-S,10/31/2023,1
Steel Skirted,TMX-01844042,10/31/2023,2
Steel Skirted,TMX-01844242GM,10/31/2023,2
Steel Skirted,TMX-01844242WL,10/31/2023,1
Steel Skirted,TMX-02845642WL,10/31/2023,1
Steel Skirted,TMX-02845742,10/31/2023,2
Steel Skirted,TMX-02845842,10/31/2023,2
Steel Skirted,TMX-02845842WL,10/31/2023,2
Steel Skirted,TM-03926034DLX,10/31/2023,1
Steel Skirted,TM-03946034SDDLX,10/31/2023,54
Steel Skirted,TM-03946034SDDLX-S,10/31/2023,8
Steel Skirted,TM-03946034SDWL,10/31/2023,12
Steel Skirted,TM-04948434DLX,10/31/2023,1
Steel Skirted,TM-04948434SDDLX,10/31/2023,15
Steel Skirted,TM-04948434SDWL,10/31/2023,1
Steel Skirted,TM-04978434GMSDDLX,10/31/2023,2
Steel Skirted,TM-05CUSTOMGMSDDLX,10/31/2023,1
Steel Skirted,TMX-03846034SDWL,10/31/2023,2
Steel Skirted,GS-02845742,10/31/2023,1
Steel Skirted,GS-02845842,10/31/2023,1
Steel Skirted,GS-02975638,10/31/2023,1
Steel Skirted,GS-02975842,10/31/2023,1
Steel Skirted,GS-03946034SD,10/31/2023,14
Steel Skirted,RGS-03946034SD,10/31/2023,4
Steel Skirted,SK-02975638DLX,10/31/2023,2
Steel Skirted,SK-02975742DLX,10/31/2023,6
Steel Skirted,SK-02975842DLX,10/31/2023,2
Steel Skirted,SK-03946034SDDLX,10/31/2023,22
Steel Skirted,SK-03946034SDDLX-S,10/31/2023,1
Steel Skirted,SK-04948434SDDLX,10/31/2023,1
Steel Skirted,SK-04948434SDDLX-S,10/31/2023,1
Steel Skirted,SK-04978434GMSDDLX,10/31/2023,1
Steel Skirted,GT-02845642GM,10/31/2023,1
Steel Skirted,GT-02975642DLX,10/31/2023,2
Steel Skirted,GT-02975742DLX,10/31/2023,1
Steel Skirted,GT-03946034SDDLX,10/31/2023,9
Steel Skirted,GT-04948434SDDLX,10/31/2023,2
Aluminum Flatdeck,ALPL-0810134-S,11/30/2023,1
Aluminum Flatdeck,ALPL-1410134-S,11/30/2023,1
Aluminum Flatdeck,ALRD-01843842,11/30/2023,4
Aluminum Flatdeck,ALRD-01844038,11/30/2023,2
Aluminum Flatdeck,ALRD-01844042,11/30/2023,2
Aluminum Flatdeck,ALRD-02845638,11/30/2023,3
Aluminum Flatdeck,ALRD-02845642,11/30/2023,4
Aluminum Flatdeck,ALRD-02845842,11/30/2023,14
Aluminum Flatdeck,ALRD-02975842,11/30/2023,1
Aluminum Flatdeck,ALRD-02975842-S,11/30/2023,2
Aluminum Flatdeck,ALRD-03976034SD,11/30/2023,29
Aluminum Flatdeck,ALRD-03976034SD-S,11/30/2023,1
Aluminum Flatdeck,ALRD-04978434-S,11/30/2023,1
Aluminum Flatdeck,ALRD-04978434SD,11/30/2023,5
Aluminum Flatdeck,ALRS-01843842,11/30/2023,6
Aluminum Flatdeck,ALGB-01843842,11/30/2023,1
Aluminum Flatdeck,ALGB-03976034SD,11/30/2023,1
Aluminum Flatdeck,ALGB-04978434-S,11/30/2023,1
Aluminum Skirted,ALER-02975642-S,11/30/2023,1
Aluminum Skirted,ALER-03946034SD,11/30/2023,1
Aluminum Skirted,ALER-04948434SD-S,11/30/2023,1
Aluminum Skirted,ALSK-01843842,11/30/2023,4
Aluminum Skirted,ALSK-01844038,11/30/2023,1
Aluminum Skirted,ALSK-01844042,11/30/2023,3
Aluminum Skirted,ALSK-01844242,11/30/2023,1
Aluminum Skirted,ALSK-01844242GM,11/30/2023,1
Aluminum Skirted,ALSK-02845638,11/30/2023,3
Aluminum Skirted,ALSK-02845742,11/30/2023,8
Aluminum Skirted,ALSK-02845842,11/30/2023,2
Aluminum Skirted,ALSK-02975642,11/30/2023,7
Aluminum Skirted,ALSK-02975742,11/30/2023,11
Aluminum Skirted,ALSK-02975842,11/30/2023,4
Aluminum Skirted,ALSK-02975842-S,11/30/2023,1
Aluminum Skirted,ALSK-03846034-S,11/30/2023,1
Aluminum Skirted,ALSK-03846034SD,11/30/2023,2
Aluminum Skirted,ALSK-03946034-S,11/30/2023,1
Aluminum Skirted,ALSK-03946034SD,11/30/2023,34
Aluminum Skirted,ALSK-03976034SD-S,11/30/2023,1
Aluminum Skirted,ALSK-04948434SD,11/30/2023,10
Aluminum Skirted,ALSK-04948434SD-S,11/30/2023,1
Aluminum Skirted,ALTM-03946034SD,11/30/2023,8
Aluminum Skirted,ALTM-04948434SD,11/30/2023,1
Aluminum Skirted,ALGS-01844042,11/30/2023,1
Aluminum Skirted,ALGS-02975842,11/30/2023,1
Aluminum Skirted,ALGS-03946034SD,11/30/2023,1
Aluminum Skirted,ALSK-02845642DLX,11/30/2023,1
Aluminum Skirted,ALSK-02975642DLX,11/30/2023,3
Aluminum Skirted,ALSK-02975742DLX,11/30/2023,1
Aluminum Skirted,ALSK-03846034SDDLX,11/30/2023,1
Aluminum Skirted,ALSK-03946034SDDLX,11/30/2023,8
Dump Body,CMU-11,11/30/2023,3
Dump Body,CMU-11FD,11/30/2023,10
Dump Body,CMU-11FDH,11/30/2023,2
Dump Body,CMU-11H,11/30/2023,12
Dump Body,CMU-15FD,11/30/2023,1
Dump Body,CMU-9,11/30/2023,4
Dump Body,CMU-9FD,11/30/2023,5
Dump Body,CMU-9FDH,11/30/2023,5
Dump Body,CMU-9H,11/30/2023,4
Other,HS-03846034SD,11/30/2023,2
Other,HS-04848434SD,11/30/2023,1
Other,BLSK-02975742,11/30/2023,1
Service Body,CMA8178VVSSG2,11/30/2023,2
Service Body,CMA8278VVSSG2,11/30/2023,2
Service Body,CMA9878VVFFG2,11/30/2023,2
Service Body,CMA9878VVSSG2,11/30/2023,4
Service Body,CMG7678VVSSG2RAM,11/30/2023,1
Service Body,CMG8178VVFFG2,11/30/2023,1
Service Body,CMG9894VVSSG2,11/30/2023,1
Service Body,CMG11094VVFFG2,11/30/2023,1
Service Body,CMG7678VVSSG2M,11/30/2023,9
Service Body,CMG8178VVSSG2M,11/30/2023,6
Service Body,CMG8278VVSSG2M,11/30/2023,5
Service Body,CMG9878VVFFG2M,11/30/2023,1
Service Body,CMG9878VVFFMLG2M,11/30/2023,15
Service Body,CMG9878VVSSG2M,11/30/2023,116
Service Body,CMG9878VVSSMLG2M,11/30/2023,25
Service Body,CMG9894VVFFG2M,11/30/2023,1
Service Body,CMG9894VVSSG2M,11/30/2023,6
Service Body,CMG11078VVSSG2M,11/30/2023,9
Service Body,CMG11094VVFFG2M,11/30/2023,1
Service Body,CMG11094VVSSG2M,11/30/2023,52
Service Body,CMG13494VVFFMLG2M,11/30/2023,1
Service Body,CMG13494VVSSG2M,11/30/2023,29
Service Body,CMQ45611,11/30/2023,32
Service Body,CR2060T,11/30/2023,1
Service Body,SBG9878VVFFG2,11/30/2023,4
Service Body,SBG9878VVSSG2,11/30/2023,15
Service Body,SBG11078VVSSG2,11/30/2023,5
Service Body,SBG11094VVSSG2,11/30/2023,6
Service Body,SBG13494VVSSG2,11/30/2023,1
Steel Flatdeck,RD-01843842,11/30/2023,35
Steel Flatdeck,RD-01844038,11/30/2023,10
Steel Flatdeck,RD-01844038-S,11/30/2023,1
Steel Flatdeck,RD-01844242,11/30/2023,1
Steel Flatdeck,RD-01973842,11/30/2023,1
Steel Flatdeck,RD-02845638,11/30/2023,6
Steel Flatdeck,RD-02845842,11/30/2023,143
Steel Flatdeck,RD-02845842-S,11/30/2023,1
Steel Flatdeck,RD-02845842SD,11/30/2023,2
Steel Flatdeck,RD-02975638,11/30/2023,7
Steel Flatdeck,RD-02975638-S,11/30/2023,1
Steel Flatdeck,RD-02975842,11/30/2023,68
Steel Flatdeck,RD-02975842-S,11/30/2023,1
Steel Flatdeck,1510308,11/30/2023,1
Steel Flatdeck,RD-03846034SD,11/30/2023,18
Steel Flatdeck,RD-03846034SD-S,11/30/2023,1
Steel Flatdeck,RD-03976034GMSD,11/30/2023,5
Steel Flatdeck,RD-03976034SD,11/30/2023,278
Steel Flatdeck,RD-03976034SD-S,11/30/2023,1
Steel Flatdeck,RD-04978434GMSD,11/30/2023,16
Steel Flatdeck,RD-04978434SD,11/30/2023,136
Steel Flatdeck,RD-04978434SD-S,11/30/2023,2
Steel Flatdeck,RD-12978434SD,11/30/2023,5
Steel Flatdeck,RD-139710834SD2K,11/30/2023,2
Steel Flatdeck,RD-149712034SD2K,11/30/2023,2
Steel Flatdeck,PL-0910134,11/30/2023,2
Steel Flatdeck,PL-0910134-S,11/30/2023,2
Steel Flatdeck,PL-1010134,11/30/2023,1
Steel Flatdeck,PL-1210134,11/30/2023,6
Steel Flatdeck,PL-1210134-S,11/30/2023,7
Steel Flatdeck,PL-1610134-S,11/30/2023,5
Steel Flatdeck,PLHD-2010134,11/30/2023,1
Steel Flatdeck,PLHD-2610134-S,11/30/2023,1
Steel Flatdeck,PLS-098442-S,11/30/2023,1
Steel Flatdeck,PLS-129634-S,11/30/2023,19
Steel Flatdeck,CT-03976034,11/30/2023,4
Steel Flatdeck,CT-04978434-S,11/30/2023,2
Steel Flatdeck,CT-129734,11/30/2023,1
Steel Flatdeck,FL-01843842,11/30/2023,1
Steel Flatdeck,GB-02845642,11/30/2023,20
Steel Flatdeck,GB-02975638,11/30/2023,1
Steel Flatdeck,GB-02975842,11/30/2023,14
Steel Flatdeck,GB-03976034SD,11/30/2023,33
Steel Flatdeck,GB-04978434SD,11/30/2023,27
Steel Flatdeck,GD-1010134,11/30/2023,7
Steel Flatdeck,GD-1210134,11/30/2023,4
Steel Flatdeck,GD-1410134,11/30/2023,4
Steel Skirted,SK-01843842,11/30/2023,11
Steel Skirted,SK-01844038,11/30/2023,2
Steel Skirted,SK-01844038-S,11/30/2023,1
Steel Skirted,SK-01844042,11/30/2023,4
Steel Skirted,SK-01844242,11/30/2023,13
Steel Skirted,SK-01973842,11/30/2023,6
Steel Skirted,SK-02845638,11/30/2023,4
Steel Skirted,SK-02845638-S,11/30/2023,1
Steel Skirted,SK-02845642,11/30/2023,11
Steel Skirted,SK-02845642GM,11/30/2023,1
Steel Skirted,SK-02845642-S,11/30/2023,1
Steel Skirted,SK-02845642TH,11/30/2023,2
Steel Skirted,SK-02845742,11/30/2023,16
Steel Skirted,SK-02845742SD,11/30/2023,8
Steel Skirted,SK-02845742TH,11/30/2023,1
Steel Skirted,SK-02845842,11/30/2023,6
Steel Skirted,SK-02845842SD,11/30/2023,2
Steel Skirted,SK-02845842TH,11/30/2023,2
Steel Skirted,SK-02945642-S,11/30/2023,1
Steel Skirted,SK-02975638,11/30/2023,6
Steel Skirted,SK-02975642,11/30/2023,17
Steel Skirted,SK-02975642GM,11/30/2023,1
Steel Skirted,SK-02975642-S,11/30/2023,2
Steel Skirted,SK-02975642TH,11/30/2023,2
Steel Skirted,SK-02975742,11/30/2023,13
Steel Skirted,SK-02975742SD,11/30/2023,2
Steel Skirted,SK-02975742TH,11/30/2023,5
Steel Skirted,SK-02975842,11/30/2023,13
Steel Skirted,SK-02975842-S,11/30/2023,1
Steel Skirted,SK-02975842TH,11/30/2023,2
Steel Skirted,SK-02975842THNG,11/30/2023,2
Steel Skirted,SK-03906034GM,11/30/2023,1
Steel Skirted,SK-03906034GM-S,11/30/2023,1
Steel Skirted,SK-03926034,11/30/2023,6
Steel Skirted,SK-03946034-S,11/30/2023,1
Steel Skirted,SK-03946034SD,11/30/2023,190
Steel Skirted,SK-03946034SD-S,11/30/2023,2
Steel Skirted,SK-03946034SDTH,11/30/2023,11
Steel Skirted,SK-03976034GMSD,11/30/2023,1
Steel Skirted,SK-03976034SD,11/30/2023,1
Steel Skirted,SK-03976034SD-S,11/30/2023,3
Steel Skirted,SK-04948434SD,11/30/2023,42
Steel Skirted,SK-04978434GMSD,11/30/2023,4
Steel Skirted,ER-01823842-S,11/30/2023,1
Steel Skirted,ER-02825642,11/30/2023,1
Steel Skirted,ER-02825842THNG,11/30/2023,1
Steel Skirted,ER-02945642GM,11/30/2023,2
Steel Skirted,ER-02975642,11/30/2023,6
Steel Skirted,ER-02975642-S,11/30/2023,2
Steel Skirted,ER-02975742,11/30/2023,1
Steel Skirted,ER-02975742-S,11/30/2023,5
Steel Skirted,ER-02975842,11/30/2023,1
Steel Skirted,ER-02975842THNG,11/30/2023,5
Steel Skirted,ER-03946034SD,11/30/2023,14
Steel Skirted,ER-03946034SD-S,11/30/2023,5
Steel Skirted,ER-04948434SD,11/30/2023,1
Steel Skirted,TM-02975642,11/30/2023,3
