category,sku,date,quantity
Aluminum Flatdeck,ALPL-1210134,1/31/2021,2
Aluminum Flatdeck,ALPL-1210134-S,1/31/2021,1
Aluminum Flatdeck,ALPL-1610134-S,1/31/2021,1
Aluminum Flatdeck,ALPL-1810134-S,1/31/2021,2
Aluminum Flatdeck,ALRD-01843842,1/31/2021,2
Aluminum Flatdeck,ALRD-02845638,1/31/2021,1
Aluminum Flatdeck,ALRD-02845642,1/31/2021,5
Aluminum Flatdeck,ALRD-02975638,1/31/2021,7
Aluminum Flatdeck,ALRD-02975642,1/31/2021,3
Aluminum Flatdeck,ALRD-02975842,1/31/2021,2
Aluminum Flatdeck,ALRD-03976034GMSD,1/31/2021,1
Aluminum Flatdeck,ALRD-03976034SD,1/31/2021,28
Aluminum Flatdeck,ALRD-04978434,1/31/2021,2
Aluminum Flatdeck,ALRD-04978434GMSD,1/31/2021,1
Aluminum Flatdeck,ALRD-04978434SD,1/31/2021,5
Aluminum Flatdeck,ALRD-04978434SD-S,1/31/2021,1
Aluminum Flatdeck,ALRD-05CUSTOM,1/31/2021,1
Aluminum Flatdeck,ALRS-01843842,1/31/2021,2
Aluminum Flatdeck,ALGB-02975638,1/31/2021,1
Aluminum Flatdeck,ALGB-03976034SD,1/31/2021,1
Aluminum Skirted,ALER-03946034SD,1/31/2021,1
Aluminum Skirted,ALER-03946034SD-S,1/31/2021,1
Aluminum Skirted,ALSK-01843842,1/31/2021,6
Aluminum Skirted,ALSK-01844038,1/31/2021,4
Aluminum Skirted,ALSK-01844042-S,1/31/2021,2
Aluminum Skirted,ALSK-01844242GM,1/31/2021,7
Aluminum Skirted,ALSK-01844242GM-S,1/31/2021,1
Aluminum Skirted,ALSK-01973842,1/31/2021,2
Aluminum Skirted,ALSK-02845638,1/31/2021,5
Aluminum Skirted,ALSK-02845642,1/31/2021,1
Aluminum Skirted,ALSK-02845642GM,1/31/2021,7
Aluminum Skirted,ALSK-02845642GM-S,1/31/2021,1
Aluminum Skirted,ALSK-02845842,1/31/2021,8
Aluminum Skirted,ALSK-02975638,1/31/2021,8
Aluminum Skirted,ALSK-02975642GM,1/31/2021,8
Aluminum Skirted,ALSK-02975642-S,1/31/2021,1
Aluminum Skirted,ALSK-02975742SD,1/31/2021,1
Aluminum Skirted,ALSK-02975842,1/31/2021,13
Aluminum Skirted,ALSK-02975842-S,1/31/2021,2
Aluminum Skirted,ALSK-03846034SD,1/31/2021,1
Aluminum Skirted,ALSK-03946034SD,1/31/2021,28
Aluminum Skirted,ALSK-03946034SD-S,1/31/2021,5
Aluminum Skirted,ALSK-03976034GMSD,1/31/2021,1
Aluminum Skirted,ALSK-03976034SD,1/31/2021,2
Aluminum Skirted,ALSK-03976034SD-S,1/31/2021,1
Aluminum Skirted,ALSK-04948434SD,1/31/2021,7
Aluminum Skirted,ALSK-04948434SD-S,1/31/2021,4
Aluminum Skirted,ALSK-04978434,1/31/2021,1
Aluminum Skirted,ALSK-04978434GMSD,1/31/2021,1
Aluminum Skirted,ALSK-04978434GMSD-S,1/31/2021,1
Aluminum Skirted,ALSK-04978434SD,1/31/2021,9
Aluminum Skirted,ALSK-04978434SD-S,1/31/2021,1
Aluminum Skirted,ALGS-01844038,1/31/2021,1
Aluminum Skirted,ALGS-01844242,1/31/2021,2
Aluminum Skirted,ALGS-02845642GM,1/31/2021,1
Aluminum Skirted,ALGS-02845842SD,1/31/2021,3
Aluminum Skirted,ALGS-02975638,1/31/2021,2
Aluminum Skirted,ALGS-02975638-S,1/31/2021,1
Aluminum Skirted,ALGS-02975642GM,1/31/2021,1
Aluminum Skirted,ALGS-02975842,1/31/2021,1
Aluminum Skirted,ALGS-02975842SD-S,1/31/2021,1
Aluminum Skirted,ALGS-03976034SD,1/31/2021,1
Aluminum Skirted,ALGS-04978434SD,1/31/2021,2
Dump Body,CMU-11,1/31/2021,1
Dump Body,CMU-11FD,1/31/2021,22
Dump Body,CMU-11FDH,1/31/2021,4
Dump Body,CMU-9,1/31/2021,3
Dump Body,CMU-9FD,1/31/2021,4
Dump Body,CMU-9FDH,1/31/2021,1
Other,HS-02845842,1/31/2021,9
Other,HS-02845842SD,1/31/2021,7
Other,HS-03846034SD,1/31/2021,31
Other,HS-04848434SD,1/31/2021,4
Other,BLRD-02845842,1/31/2021,1
Other,BLSK-01973842,1/31/2021,1
Other,BLSK-03946034SD-S,1/31/2021,2
Other,PU-12LDVTCOM,1/31/2021,1
Service Body,PJG9878VVSSG2,1/31/2021,12
Service Body,CMA8278G2FORD-S,1/31/2021,1
Service Body,CMA9878VHFFG2,1/31/2021,1
Service Body,CMA9878VHSS,1/31/2021,1
Service Body,CMA9878VVFFMLG2,1/31/2021,4
Service Body,CMA9878VVSSG2,1/31/2021,1
Service Body,CMG7678VHSSG2RAM,1/31/2021,1
Service Body,CMG7678VVSSG2RAM,1/31/2021,2
Service Body,CMG8178VHSSG2GM,1/31/2021,1
Service Body,CMG8178VVSSG2,1/31/2021,5
Service Body,CMG8278VVSSG2,1/31/2021,4
Service Body,CMG9878HVSSG2,1/31/2021,4
Service Body,CMG9878VHFFG2,1/31/2021,2
Service Body,CMG9878VHSSG2,1/31/2021,8
Service Body,CMG9878VVFF,1/31/2021,1
Service Body,CMG9878VVFFG2,1/31/2021,6
Service Body,CMG9878VVFFMLG2,1/31/2021,9
Service Body,CMG9878VVSF,1/31/2021,1
Service Body,CMG9878VVSSG2,1/31/2021,49
Service Body,CMG9894G2-S,1/31/2021,1
Service Body,CMG9894VVFFG2,1/31/2021,5
Service Body,CMG9894VVSSG2,1/31/2021,4
Service Body,CMG9894VVSSMLG2,1/31/2021,3
Service Body,CMG11078VVSSG2,1/31/2021,6
Service Body,CMG11094VVFFG2,1/31/2021,10
Service Body,CMG11094VVFFMLG2,1/31/2021,6
Service Body,CMG11094VVSSG2,1/31/2021,32
Service Body,CMG11094VVSSMLG2,1/31/2021,1
Service Body,CMG13394VVSS,1/31/2021,1
Service Body,CMG13494VHSSG2,1/31/2021,1
Service Body,CMG13494VVFFG2,1/31/2021,3
Service Body,CMG13494VVFFMLG2,1/31/2021,2
Service Body,CMG13494VVSSG2,1/31/2021,9
Service Body,CMG13494VVSSMLG2,1/31/2021,2
Service Body,CMQ40816,1/31/2021,1
Service Body,CMQ39164,1/31/2021,3
Service Body,CMQ39176,1/31/2021,3
Service Body,CMQ40205Ae,1/31/2021,10
Steel Flatdeck,1510314,1/31/2021,6
Steel Flatdeck,502090,1/31/2021,1
Steel Flatdeck,RD-01843842,1/31/2021,91
Steel Flatdeck,RD-01843842-S,1/31/2021,7
Steel Flatdeck,RD-01844038,1/31/2021,56
Steel Flatdeck,RD-01844242,1/31/2021,1
Steel Flatdeck,RD-01844242-S,1/31/2021,1
Steel Flatdeck,RD-01973842,1/31/2021,1
Steel Flatdeck,RD-02845638,1/31/2021,54
Steel Flatdeck,RD-02845638-S,1/31/2021,1
Steel Flatdeck,RD-02845642GM,1/31/2021,1
Steel Flatdeck,RD-02845642-S,1/31/2021,1
Steel Flatdeck,RD-02845842,1/31/2021,87
Steel Flatdeck,RD-02845842-S,1/31/2021,6
Steel Flatdeck,RD-02975638,1/31/2021,29
Steel Flatdeck,RD-02975842,1/31/2021,84
Steel Flatdeck,RD-02975842-S,1/31/2021,1
Steel Flatdeck,RD-03846034SD,1/31/2021,8
Steel Flatdeck,RD-03846034SD-S,1/31/2021,2
Steel Flatdeck,RD-03976034GMSD,1/31/2021,2
Steel Flatdeck,RD-03976034-S,1/31/2021,1
Steel Flatdeck,RD-03976034SD,1/31/2021,314
Steel Flatdeck,RD-03976034SD-S,1/31/2021,9
Steel Flatdeck,RD-04978434GMSD,1/31/2021,8
Steel Flatdeck,RD-04978434SD,1/31/2021,224
Steel Flatdeck,RD-04978434SD-S,1/31/2021,22
Steel Flatdeck,RD-05CUSTOM,1/31/2021,4
Steel Flatdeck,RD-139710834GMSD,1/31/2021,3
Steel Flatdeck,RD-139710834SD2K,1/31/2021,2
Steel Flatdeck,RD-149712034SD2K,1/31/2021,2
Steel Flatdeck,1580127,1/31/2021,1
Steel Flatdeck,PL-05CUSTOM,1/31/2021,4
Steel Flatdeck,PL-0910134,1/31/2021,4
Steel Flatdeck,PL-0910134-S,1/31/2021,4
Steel Flatdeck,PL-1010134,1/31/2021,1
Steel Flatdeck,PL-1010134-S,1/31/2021,3
Steel Flatdeck,PL-1210134,1/31/2021,32
Steel Flatdeck,PL-1210134-S,1/31/2021,5
Steel Flatdeck,PL-1410134,1/31/2021,3
Steel Flatdeck,PL-1610134,1/31/2021,4
Steel Flatdeck,PL-1610134-S,1/31/2021,6
Steel Flatdeck,PL-1810134-S,1/31/2021,1
Steel Flatdeck,PLHD-1210134-S,1/31/2021,1
Steel Flatdeck,PLHD-1810134,1/31/2021,10
Steel Flatdeck,PLHD-2010134-S,1/31/2021,1
Steel Flatdeck,PLHD-2610134-S,1/31/2021,1
Steel Flatdeck,PLS-109634-S,1/31/2021,1
Steel Flatdeck,PLS-149634,1/31/2021,1
Steel Flatdeck,506012,1/31/2021,14
Steel Flatdeck,CT-129734GMSD,1/31/2021,2
Steel Flatdeck,CT-129734-S,1/31/2021,2
Steel Flatdeck,CT-129734,1/31/2021,6
Steel Flatdeck,CT-149734,1/31/2021,1
Steel Flatdeck,GB-01843842,1/31/2021,3
Steel Flatdeck,GB-01844042SD,1/31/2021,2
Steel Flatdeck,GB-02845638,1/31/2021,4
Steel Flatdeck,GB-02845642,1/31/2021,8
Steel Flatdeck,GB-02845842SD,1/31/2021,6
Steel Flatdeck,GB-02975842,1/31/2021,2
Steel Flatdeck,GB-02975842SD,1/31/2021,2
Steel Flatdeck,GB-03976034SD,1/31/2021,1
Steel Flatdeck,GB-04978434SD,1/31/2021,6
Steel Skirted,1521092,1/31/2021,1
Steel Skirted,SK-01843842,1/31/2021,13
Steel Skirted,SK-01844038,1/31/2021,11
Steel Skirted,SK-01844042,1/31/2021,4
Steel Skirted,SK-01844242GM,1/31/2021,24
Steel Skirted,SK-01844242-S,1/31/2021,3
Steel Skirted,SK-01973842,1/31/2021,1
Steel Skirted,SK-02845638,1/31/2021,7
Steel Skirted,SK-02845638-S,1/31/2021,1
Steel Skirted,SK-02845638TH,1/31/2021,2
Steel Skirted,SK-02845642,1/31/2021,1
Steel Skirted,SK-02845642GM,1/31/2021,16
Steel Skirted,SK-02845642GM-S,1/31/2021,3
Steel Skirted,SK-02845642-S,1/31/2021,1
Steel Skirted,SK-02845742TH,1/31/2021,3
Steel Skirted,SK-02845842,1/31/2021,23
Steel Skirted,SK-02845842SD,1/31/2021,1
Steel Skirted,SK-02845842THNB,1/31/2021,1
Steel Skirted,SK-02975638,1/31/2021,8
Steel Skirted,SK-02975638-S,1/31/2021,2
Steel Skirted,SK-02975638TH,1/31/2021,3
Steel Skirted,SK-02975642,1/31/2021,2
Steel Skirted,SK-02975642GM,1/31/2021,23
Steel Skirted,SK-02975642GM-S,1/31/2021,1
Steel Skirted,SK-02975642GMTH,1/31/2021,2
Steel Skirted,SK-02975642TH,1/31/2021,1
Steel Skirted,SK-02975742,1/31/2021,4
Steel Skirted,SK-02975742-S,1/31/2021,2
Steel Skirted,SK-02975742TH,1/31/2021,4
Steel Skirted,SK-02975842,1/31/2021,38
Steel Skirted,SK-02975842-S,1/31/2021,6
Steel Skirted,SK-02975842TH,1/31/2021,7
Steel Skirted,SK-02975842THNB,1/31/2021,4
Steel Skirted,SK-03846034SD,1/31/2021,5
Steel Skirted,SK-03906034,1/31/2021,2
Steel Skirted,SK-03926034,1/31/2021,27
Steel Skirted,SK-03946034,1/31/2021,6
Steel Skirted,SK-03946034SD,1/31/2021,208
Steel Skirted,SK-03946034SD-S,1/31/2021,10
Steel Skirted,SK-03976034GMSD,1/31/2021,2
Steel Skirted,SK-03976034-S,1/31/2021,1
Steel Skirted,SK-03976034SD,1/31/2021,1
Steel Skirted,SK-03976034SD-S,1/31/2021,2
Steel Skirted,SK-04948434SD,1/31/2021,54
Steel Skirted,SK-04948434SD-S,1/31/2021,4
Steel Skirted,SK-04978434,1/31/2021,1
Steel Skirted,SK-04978434GMSD,1/31/2021,15
Steel Skirted,SK-04978434-S,1/31/2021,2
Steel Skirted,SK-04978434SD-S,1/31/2021,1
Steel Skirted,SK-05CUSTOM,1/31/2021,1
Steel Skirted,ER-02825638,1/31/2021,2
Steel Skirted,ER-02825642GM,1/31/2021,2
Steel Skirted,ER-02825842,1/31/2021,4
Steel Skirted,ER-02825842-S,1/31/2021,1
Steel Skirted,ER-02975638,1/31/2021,3
Steel Skirted,ER-02975642GM,1/31/2021,10
Steel Skirted,ER-02975742,1/31/2021,10
Steel Skirted,ER-02975742-S,1/31/2021,7
Steel Skirted,ER-02975742SD,1/31/2021,1
Steel Skirted,ER-02975842,1/31/2021,13
Steel Skirted,ER-02975842-S,1/31/2021,3
Steel Skirted,ER-02975842SD,1/31/2021,3
Steel Skirted,ER-02975842THNG,1/31/2021,16
Steel Skirted,ER-03926034,1/31/2021,3
Steel Skirted,ER-03926034SD,1/31/2021,4
Steel Skirted,ER-03926034SD-S,1/31/2021,2
Steel Skirted,ER-03946034,1/31/2021,4
Steel Skirted,ER-03946034SD,1/31/2021,19
Steel Skirted,TM-02975638DLX,1/31/2021,2
Steel Skirted,TM-02975638WL,1/31/2021,4
Steel Skirted,TM-02975642DLX,1/31/2021,1
Steel Skirted,TM-02975642GMDLX,1/31/2021,3
Steel Skirted,TM-02975642GMWL,1/31/2021,3
Steel Skirted,TM-02975742DLX,1/31/2021,1
Steel Skirted,TM-02975742-S,1/31/2021,1
Steel Skirted,TM-02975742WL,1/31/2021,5
Steel Skirted,TM-02975842DLX,1/31/2021,5
Steel Skirted,TM-02975842DLX-S,1/31/2021,1
Steel Skirted,TM-02975842-S,1/31/2021,1
Steel Skirted,TM-02975842WL,1/31/2021,4
Steel Skirted,TMX-01844042SDWL,1/31/2021,1
Steel Skirted,TMX-01844242GMWL,1/31/2021,2
Steel Skirted,TMX-02845638WL,1/31/2021,4
Steel Skirted,TMX-02845642GMWL,1/31/2021,2
Steel Skirted,TMX-02845842-S,1/31/2021,1
Steel Skirted,TMX-02845842WL,1/31/2021,4
Steel Skirted,TM-03926034DLX,1/31/2021,4
Steel Skirted,TM-03926034SDDLX,1/31/2021,4
Steel Skirted,TM-03946034DLX,1/31/2021,8
Steel Skirted,TM-03946034SD,1/31/2021,2
Steel Skirted,TM-03946034SDDLX,1/31/2021,41
Steel Skirted,TM-03946034SDDLX-S,1/31/2021,7
Steel Skirted,TM-03946034SD-S,1/31/2021,2
Steel Skirted,TM-03946034SDWL,1/31/2021,8
Steel Skirted,TM-03946034WL,1/31/2021,3
Steel Skirted,TM-03976034GMSDDLX,1/31/2021,2
Steel Skirted,TM-03976034SDDLX,1/31/2021,1
Steel Skirted,TM-04948434DLX,1/31/2021,2
Steel Skirted,TM-04948434SDDLX,1/31/2021,13
Steel Skirted,TM-04948434SDDLX-S,1/31/2021,1
Steel Skirted,TM-04948434SDWL,1/31/2021,5
Steel Skirted,TM-04948434WL,1/31/2021,2
Steel Skirted,TM-04978434GMSDDLX,1/31/2021,3
Steel Skirted,TM-04978434GMSDDLX-S,1/31/2021,1
Steel Skirted,TM-04978434SDDLX,1/31/2021,1
Steel Skirted,TM-04978434SDDLX-S,1/31/2021,2
Steel Skirted,TMX-03846034WL,1/31/2021,1
Steel Skirted,GS-01844042,1/31/2021,5
Steel Skirted,GS-01844242GM,1/31/2021,3
Steel Skirted,GS-02845642GM,1/31/2021,3
Steel Skirted,GS-02845842,1/31/2021,5
Steel Skirted,GS-02975842,1/31/2021,2
Steel Skirted,GS-03946034SD,1/31/2021,4
Steel Skirted,GH-03946034SD,1/31/2021,2
Steel Skirted,GT-01844042-S,1/31/2021,1
Steel Skirted,GT-01844242GM-S,1/31/2021,1
Steel Skirted,GT-02975842,1/31/2021,1
Steel Skirted,GT-03946034SDDLX,1/31/2021,1
Aluminum Flatdeck,ALPL-1410134-S,2/28/2021,1
Aluminum Flatdeck,ALRD-01843842,2/28/2021,4
Aluminum Flatdeck,ALRD-01844038,2/28/2021,2
Aluminum Flatdeck,ALRD-02845638,2/28/2021,1
Aluminum Flatdeck,ALRD-02845642,2/28/2021,1
Aluminum Flatdeck,ALRD-02975638-S,2/28/2021,1
Aluminum Flatdeck,ALRD-02975842-S,2/28/2021,1
Aluminum Flatdeck,ALRD-03976034SD,2/28/2021,17
Aluminum Flatdeck,ALRD-03976034SD-S,2/28/2021,1
Aluminum Flatdeck,ALRD-04978434GMSD,2/28/2021,1
Aluminum Flatdeck,ALRD-04978434SD,2/28/2021,2
Aluminum Flatdeck,ALRS-01843842,2/28/2021,3
Aluminum Flatdeck,ALGB-01843842,2/28/2021,2
Aluminum Skirted,ALER-02945642GM,2/28/2021,1
Aluminum Skirted,ALER-03946034SD,2/28/2021,1
Aluminum Skirted,ALER-04978434GMSD,2/28/2021,1
Aluminum Skirted,ALSK-01844038,2/28/2021,2
Aluminum Skirted,ALSK-01844242GM,2/28/2021,7
Aluminum Skirted,ALSK-01844242GM-S,2/28/2021,1
Aluminum Skirted,ALSK-01973842-S,2/28/2021,1
Aluminum Skirted,ALSK-01974242GM,2/28/2021,1
Aluminum Skirted,ALSK-02845638,2/28/2021,5
Aluminum Skirted,ALSK-02845642GM,2/28/2021,7
Aluminum Skirted,ALSK-02845842,2/28/2021,1
Aluminum Skirted,ALSK-02945642GM,2/28/2021,1
Aluminum Skirted,ALSK-02975638,2/28/2021,3
Aluminum Skirted,ALSK-02975642,2/28/2021,1
Aluminum Skirted,ALSK-029756422K,2/28/2021,2
Aluminum Skirted,ALSK-02975642GM,2/28/2021,6
Aluminum Skirted,ALSK-02975842,2/28/2021,5
Aluminum Skirted,ALSK-02975842-S,2/28/2021,1
Aluminum Skirted,ALSK-03906034SD,2/28/2021,3
Aluminum Skirted,ALSK-03926034,2/28/2021,1
Aluminum Skirted,ALSK-03926034SD,2/28/2021,2
Aluminum Skirted,ALSK-03946034SD,2/28/2021,15
Aluminum Skirted,ALSK-03946034SD-S,2/28/2021,17
Aluminum Skirted,ALSK-03976034-S,2/28/2021,1
Aluminum Skirted,ALSK-03976034SD-S,2/28/2021,1
Aluminum Skirted,ALSK-04948434-S,2/28/2021,1
Aluminum Skirted,ALSK-04948434SD,2/28/2021,8
Aluminum Skirted,ALSK-04948434SD-S,2/28/2021,3
Aluminum Skirted,ALSK-04978434SD,2/28/2021,4
Aluminum Skirted,ALGS-01844038,2/28/2021,2
Aluminum Skirted,ALGS-02845842,2/28/2021,1
Aluminum Skirted,ALGS-02975642GM,2/28/2021,2
Aluminum Skirted,ALGS-02975842,2/28/2021,1
Aluminum Skirted,ALGS-03946034SD,2/28/2021,2
Dump Body,CMU-11,2/28/2021,4
Dump Body,CMU-11FD,2/28/2021,6
Dump Body,CMU-9,2/28/2021,2
Dump Body,CMU-9FD,2/28/2021,5
Dump Body,CMU-9FDH,2/28/2021,2
Other,HS-02845842,2/28/2021,3
Other,HS-02845842SD,2/28/2021,1
Other,HS-03846034SD,2/28/2021,18
Other,HS-04848434GMSD,2/28/2021,1
Other,HS-04848434SD,2/28/2021,10
Other,BLRD-01843842,2/28/2021,1
Other,BLSK-01843842,2/28/2021,1
Other,BLSK-02975742,2/28/2021,2
Other,BLSK-03946034SD,2/28/2021,3
Other,PU-12LDVTCOM,2/28/2021,1
Service Body,CMA9878G2-S,2/28/2021,1
Service Body,CMA9878VHSS,2/28/2021,1
Service Body,CMA9878VVSS,2/28/2021,2
Service Body,CMA9878VVSSG2,2/28/2021,1
Service Body,CMG8078VVSS,2/28/2021,1
Service Body,CMG8178VVSSG2,2/28/2021,1
Service Body,CMG9878VVFFG2,2/28/2021,8
Service Body,CMG9878VVFFMLG2,2/28/2021,6
Service Body,CMG9878VVSSG2,2/28/2021,65
Service Body,CMG9894VVSSG2,2/28/2021,9
Service Body,CMG11078G2-S,2/28/2021,1
Service Body,CMG11078VVFFMLG2,2/28/2021,3
Service Body,CMG11078VVSSG2,2/28/2021,11
Service Body,CMG11094VVFF,2/28/2021,1
Service Body,CMG11094VVFFG2,2/28/2021,1
Service Body,CMG11094VVFFMLG2,2/28/2021,2
Service Body,CMG11094VVSSG2,2/28/2021,25
Service Body,CMG13394VVFFMLG2,2/28/2021,1
Service Body,CMG13494VVFFG2,2/28/2021,1
Service Body,CMG13494VVFFMLG2,2/28/2021,2
Service Body,CMG13494VVSSG2,2/28/2021,9
Service Body,CMQ36300A,2/28/2021,5
Service Body,CMQ39164,2/28/2021,1
Service Body,CMQ39176,2/28/2021,2
Service Body,CMQ40205Ae,2/28/2021,20
Steel Flatdeck,1500519,2/28/2021,1
Steel Flatdeck,RD-01843842,2/28/2021,36
Steel Flatdeck,RD-01843842-S,2/28/2021,2
Steel Flatdeck,RD-01844038,2/28/2021,50
Steel Flatdeck,RD-01844042SD,2/28/2021,1
Steel Flatdeck,RD-02845638,2/28/2021,47
Steel Flatdeck,RD-02845842,2/28/2021,85
Steel Flatdeck,RD-02845842-S,2/28/2021,2
Steel Flatdeck,RD-02845842SD,2/28/2021,1
Steel Flatdeck,RD-02975638,2/28/2021,17
Steel Flatdeck,RD-02975638-S,2/28/2021,1
Steel Flatdeck,RD-02975842,2/28/2021,60
Steel Flatdeck,RD-02975842-S,2/28/2021,2
Steel Flatdeck,RD-02975842SD-S,2/28/2021,1
Steel Flatdeck,1510308,2/28/2021,2
Steel Flatdeck,RD-03846034SD,2/28/2021,4
Steel Flatdeck,RD-03976034GMSD,2/28/2021,2
Steel Flatdeck,RD-03976034SD,2/28/2021,353
Steel Flatdeck,RD-03976034SD2K,2/28/2021,1
Steel Flatdeck,RD-03976034SD-S,2/28/2021,5
Steel Flatdeck,RD-04978434GMSD,2/28/2021,6
Steel Flatdeck,RD-04978434-S,2/28/2021,1
Steel Flatdeck,RD-04978434SD,2/28/2021,202
Steel Flatdeck,RD-04978434SD-S,2/28/2021,2
Steel Flatdeck,RD-05CUSTOM,2/28/2021,1
Steel Flatdeck,RD-139710834GMSD,2/28/2021,1
Steel Flatdeck,RD-149712034SD2K,2/28/2021,2
Steel Flatdeck,PL-0910134,2/28/2021,6
Steel Flatdeck,PL-0910134-S,2/28/2021,2
Steel Flatdeck,PL-1010134,2/28/2021,5
Steel Flatdeck,PL-1210134,2/28/2021,24
Steel Flatdeck,PL-1210134-S,2/28/2021,9
Steel Flatdeck,PL-1410134,2/28/2021,4
Steel Flatdeck,PL-1410134-S,2/28/2021,4
Steel Flatdeck,PL-1610134,2/28/2021,7
Steel Flatdeck,PL-1610134-S,2/28/2021,4
Steel Flatdeck,PL-1810134-S,2/28/2021,4
Steel Flatdeck,PLHD-1410134-S,2/28/2021,1
Steel Flatdeck,PLHD-1610134-S,2/28/2021,2
Steel Flatdeck,PLHD-2610134-S,2/28/2021,1
Steel Flatdeck,PLS-119634-S,2/28/2021,1
Steel Flatdeck,PLS-129634-S,2/28/2021,2
Steel Flatdeck,506012,2/28/2021,11
Steel Flatdeck,506013,2/28/2021,5
Steel Flatdeck,CT-129734,2/28/2021,2
Steel Flatdeck,GB-01843842,2/28/2021,11
Steel Flatdeck,GB-01844038,2/28/2021,2
Steel Flatdeck,GB-01844042SD,2/28/2021,3
Steel Flatdeck,GB-02845638,2/28/2021,1
Steel Flatdeck,GB-02845642,2/28/2021,4
Steel Flatdeck,GB-02975842,2/28/2021,5
Steel Flatdeck,GB-03976034SD,2/28/2021,4
Steel Flatdeck,GB-04978434SD,2/28/2021,1
Steel Flatdeck,GB-04978434SD-S,2/28/2021,1
Steel Skirted,SK-01843842,2/28/2021,5
Steel Skirted,SK-01844038-S,2/28/2021,1
Steel Skirted,SK-01844242GM,2/28/2021,15
Steel Skirted,SK-02845638,2/28/2021,2
Steel Skirted,SK-02845642GM,2/28/2021,9
Steel Skirted,SK-02845742TH,2/28/2021,2
Steel Skirted,SK-02845842,2/28/2021,29
Steel Skirted,SK-02845842SD,2/28/2021,1
Steel Skirted,SK-02975638,2/28/2021,1
Steel Skirted,SK-029756422K,2/28/2021,1
Steel Skirted,SK-02975642GM,2/28/2021,17
Steel Skirted,SK-02975642GMTH,2/28/2021,5
Steel Skirted,SK-02975742,2/28/2021,7
Steel Skirted,SK-02975742TH,2/28/2021,4
Steel Skirted,SK-02975842,2/28/2021,33
Steel Skirted,SK-02975842-S,2/28/2021,1
Steel Skirted,SK-03846034SD,2/28/2021,1
Steel Skirted,SK-03926034,2/28/2021,25
Steel Skirted,SK-03926034SD,2/28/2021,3
Steel Skirted,SK-03946034,2/28/2021,3
Steel Skirted,SK-03946034SD,2/28/2021,180
Steel Skirted,SK-03946034SD2K,2/28/2021,2
Steel Skirted,SK-03946034SD-S,2/28/2021,21
Steel Skirted,SK-04928434SD,2/28/2021,1
Steel Skirted,SK-04948434GMSD,2/28/2021,2
Steel Skirted,SK-04948434SD,2/28/2021,32
Steel Skirted,SK-04948434SD-S,2/28/2021,7
Steel Skirted,SK-04978434GMSD,2/28/2021,10
Steel Skirted,SK-04978434GMSD-S,2/28/2021,1
Steel Skirted,ER-01973842-S,2/28/2021,1
Steel Skirted,ER-02825842,2/28/2021,1
Steel Skirted,ER-02825842-S,2/28/2021,2
Steel Skirted,ER-02975642GM,2/28/2021,2
Steel Skirted,ER-02975642-S,2/28/2021,1
Steel Skirted,ER-02975742,2/28/2021,2
Steel Skirted,ER-02975742-S,2/28/2021,14
Steel Skirted,ER-02975842,2/28/2021,8
Steel Skirted,ER-02975842-S,2/28/2021,1
Steel Skirted,ER-02975842THNG,2/28/2021,2
Steel Skirted,ER-03946034SD,2/28/2021,18
Steel Skirted,ER-03946034SD-S,2/28/2021,6
Steel Skirted,ER-03976034GMSD,2/28/2021,1
Steel Skirted,ER-04948434SD,2/28/2021,3
Steel Skirted,TM-02975642GMDLX,2/28/2021,3
Steel Skirted,TM-02975642GMWL,2/28/2021,1
Steel Skirted,TM-02975742DLX,2/28/2021,4
Steel Skirted,TM-02975842,2/28/2021,1
Steel Skirted,TM-02975842DLX,2/28/2021,6
Steel Skirted,TM-02975842WL,2/28/2021,1
Steel Skirted,TMX-01844038WL,2/28/2021,1
Steel Skirted,TMX-01844242GMWL,2/28/2021,1
Steel Skirted,TMX-02845638,2/28/2021,1
Steel Skirted,TMX-02845642GMWL,2/28/2021,1
Steel Skirted,TMX-02845742-S,2/28/2021,1
Steel Skirted,TMX-02845842-S,2/28/2021,1
Steel Skirted,TM-03946034DLX,2/28/2021,4
Steel Skirted,TM-03946034DLX-S,2/28/2021,3
Steel Skirted,TM-03946034-S,2/28/2021,1
Steel Skirted,TM-03946034SD2KWL,2/28/2021,1
Steel Skirted,TM-03946034SDDLX,2/28/2021,26
Steel Skirted,TM-03946034SDDLX-S,2/28/2021,2
Steel Skirted,TM-03946034SDWL,2/28/2021,8
Steel Skirted,TM-03946034WL,2/28/2021,1
Steel Skirted,TM-03976034GMSD,2/28/2021,1
Steel Skirted,TM-03976034GMSDDLX,2/28/2021,1
Steel Skirted,TM-03976034SDDLX,2/28/2021,2
Steel Skirted,TM-04948434DLX,2/28/2021,2
Steel Skirted,TM-04948434DLXSC,2/28/2021,1
Steel Skirted,TM-04948434SDDLX,2/28/2021,14
Steel Skirted,TM-04948434SDWL,2/28/2021,3
Steel Skirted,TM-04948434WLSC,2/28/2021,2
Steel Skirted,TM-04978434DLX,2/28/2021,1
Steel Skirted,TM-04978434DLX-S,2/28/2021,1
Steel Skirted,TM-04978434GMSD,2/28/2021,1
Steel Skirted,TM-04978434GMSDDLX,2/28/2021,2
Steel Skirted,TM-04978434GMSDDLX-S,2/28/2021,1
Steel Skirted,TM-04978434SDDLX,2/28/2021,7
Steel Skirted,GS-01844038,2/28/2021,2
